全国地方公共団体コード,法人番号,ID,地方公共団体名,イベント名,言語コード,イベント通称,サブタイトル,イベント名_カナ,イベント名_英語,コンテンツURL,状態,キーワード,タグ,対象となる産業,開催パターン,開始日,終了日,開始時間,終了時間,開始日時特記事項,所要時間,掲載開始日,掲載終了日,概要,説明,サブイベント,イベント種類,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,共催団体,関連組織,対象者,対象者備考,場所名称,集合（受付）場所,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,アクセス方法,駐車場情報,駐車場料金,駐輪場情報,Web開催,Web開催URL,ツール・環境,定員,定員備考,料金種別,決済種別,外国語対応,外国語対応備考,開催条件,参加申込終了日,参加申込終了時間,参加申込方法,申込開始日,申込開始時刻,申込URL,URL,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,画像,画像_ライセンス,備考
232025,,OK0001015696,愛知県岡崎市,岡崎市消防本部プレゼンツ「令和8年度一日消防士体験」,,,,,,https://www.city.okazaki.lg.jp/kurashi/kyukyu/1002492/1015696.html,,,その他,,,2026/08/04,2026/08/04,09:30,16:30,,,2026/06/19,2026/07/21,,大人気の夏休み恒例イベント「一日消防士体験」を今年も開催いたします！岡崎市消防本部を会場に、ホース延長体験や放水訓練などを体験できます。当日は、保護者の見学も自由となっています。お子様の消防士姿を是非ご覧ください。ご参加お待ちしております！,,,無料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,各日50人（先着）,,,,,,,,,,,,,,,,,,,,,
232025,,OK0011015696,愛知県岡崎市,岡崎市消防本部プレゼンツ「令和8年度一日消防士体験」,,,,,,https://www.city.okazaki.lg.jp/kurashi/kyukyu/1002492/1015696.html,,,その他,,,2026/08/05,2026/08/05,09:30,16:30,,,2026/06/19,2026/07/21,,大人気の夏休み恒例イベント「一日消防士体験」を今年も開催いたします！岡崎市消防本部を会場に、ホース延長体験や放水訓練などを体験できます。当日は、保護者の見学も自由となっています。お子様の消防士姿を是非ご覧ください。ご参加お待ちしております！,,,無料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,各日50人（先着）,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001016041,愛知県岡崎市,シーホース三河の選手を迎えて「1日消防署長」を開催します！,,,,,,https://www.city.okazaki.lg.jp/kurashi/kyukyu/1002492/1016041.html,,,その他,,,2026/08/16,2026/08/16,10:00,16:00,,,2026/07/13,,,今年はプロバスケットボールチーム「シーホース三河」の選手に1日消防署長を委嘱します。選手のトークショーやクイズイベントの他、ミニ消防服の試着や消防車両の展示などご家族で楽しめる企画が満載です！是非、お越しください！,,,観覧無料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001015983,愛知県岡崎市,マンション管理に関するイベント開催（セミナー・相談会）,,,,,,https://www.city.okazaki.lg.jp/kurashi/hikkoshi/1012273/1012281/1003067/1015983.html,,,その他,,,2026/08/29,2026/08/29,13:00,17:00,,,2026/07/06,,,セミナー1　管理組合運営で最低限知っておきたいこと～改正区分所有法・改正標準管理規約を踏まえて～2　その大規模修繕工事、未来へつながっていますか？～ 工事費高騰時代の修繕戦略と管理組合の選択～相談会希望者のみ（3組まで）,,,無料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,・セミナー：80名（抽選）・相談会：3組（抽選）,,,,,,,2026-08-21,00:00,,,,,,,,,,,,,
232025,,OK0001016099,愛知県岡崎市,『病気のこどものきょうだいのきもち』（講演会及び交流会）を開催します,,,,,,https://www.city.okazaki.lg.jp/kosodate/kosodate/1012215/1012217/1003514/1016099.html,,,ほけん,,,2026/08/21,2026/08/21,13:30,15:30,,,2026/06/22,2026/08/21,,講演会及び交流会病気の子を心配したり、いろんな気持ちにふたをしている「きょうだい」。きょうだいさんの気持ちや見えている世界、一緒にのぞいてみませんか。,,,,,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,50名（定員超過の場合は、小児慢性特定疾病受給者のご家族を優先させていただきます）,,,,,,,2026-08-07,00:00,,,,,,,,,,,,,
232025,,OK0001016152,愛知県岡崎市,『1型糖尿病　いちがたっこ交流会』（講演会及び交流会）を開催します,,,,,,https://www.city.okazaki.lg.jp/kosodate/kosodate/1012215/1012217/1003514/1016152.html,,,ほけん,,,2026/08/29,2026/08/29,14:00,16:00,,,2026/06/23,2026/08/29,,ソレイユ千種クリニックの木村先生による講演会及び1型糖尿病のお子さん・ご家族の交流会を行います。,,,,,,,,,,,,,岡崎げんき館,,232025,,愛知県岡崎市若宮町2丁目1-1,愛知県,岡崎市,若宮町2丁目,1-1,,34.953255,137.180919,,,,,,,,,,,,,,,2026-08-21,00:00,,,,,,,,,,,,,
232025,,OK0001015211,愛知県岡崎市,ペーパーティーチャー相談会,,,,,,https://www.city.okazaki.lg.jp/kosodate/kyouiku/1003747/1015211.html,,,その他,,,2026/09/04,2026/09/04,10:00,15:00,,,2026/07/01,2026/09/04,,（1）岡崎の教育について（2）待遇・福利厚生について（3）講師登録について（4）個別相談・講師登録について（希望者のみ）,,,参加費無料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001010672,愛知県岡崎市,障がい者コミュニケーション条例講演会,,,,,,https://www.city.okazaki.lg.jp/kenko/fukushi/1003856/1003996/1010672.html,,,その他,,,2026/09/24,2026/09/24,14:00,16:20,,,2026/07/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150名程度（応募多数の場合は抽選）,,,,,,,2026-09-13,00:00,,,,,,,,,,,,,
232025,,OK0001015592,愛知県岡崎市,東部市民センター講座　夏休み！親子わくわく実験教室,,,,,,https://www.city.okazaki.lg.jp/bunka/shogaigakushu/1004809/1015592.html,,,その他,,,2026/08/01,2026/08/01,13:00,15:00,,,2026/06/25,2026/08/01,,親子で楽しめる、いのちの不思議さ、大切さを学ぶ実験教室,,,教材費　子ども1人につき500円,,,,,,,,,,東部市民センター,,232025,,愛知県岡崎市山綱町天神2-9,愛知県,岡崎市,山綱町天神,2-9,,34.897381,137.242273,,,,,,,,15組（1組3人まで）,,,,,,,2026-07-21,00:00,,,,,,,,,,,,,
232025,,OK0001015601,愛知県岡崎市,大平市民センター講座　やさしいマジックショータイム（小学生編）,,,,,,https://www.city.okazaki.lg.jp/bunka/shogaigakushu/1004809/1015601.html,,,その他,,,2026/08/09,2026/08/09,10:00,11:30,,,2026/06/25,2026/08/09,,日常に役立てられるような簡単なマジックを習得してみよう,,,受講料300円　教材費200円,,,,,,,,,,大平市民センター,,232025,,愛知県岡崎市大平町皿田6,愛知県,岡崎市,大平町皿田,6,,34.938267,137.200225,,,,,,,,15名,,,,,,,2026-07-31,00:00,,,,,,,,,,,,,
232025,,OK0001015524,愛知県岡崎市,岩津市民センター講座　おじいちゃんおばあちゃんと楽しむお花のフォトフレームつくり,,,,,,https://www.city.okazaki.lg.jp/bunka/shogaigakushu/1004809/1015524.html,,,その他,,,2026/09/05,2026/09/05,10:00,12:00,,,2026/06/25,2026/09/05,,敬老の日の思い出作りにおじいちゃんおばあちゃんと一緒にフォトフレームにドライフラワーを飾って、世界に一つだけの写真たてをつくりましょう。,,,"受講料300円　教材費2,700円",,,,,,,,,,岩津市民センター,,232025,,愛知県岡崎市岩津町檀ノ上26-2,愛知県,岡崎市,岩津町檀ノ上,26-2,,35.00544,137.16801,,,,,,,,20組,,,,,,,2026-08-18,00:00,,,,,,,,,,,,,
232025,,OK0001015588,愛知県岡崎市,中央市民センター講座　キッズダンス教室,,,,,,https://www.city.okazaki.lg.jp/bunka/shogaigakushu/1004809/1015588.html,,,その他,,,2026/08/07,2026/08/07,10:30,11:30,,,2026/06/25,2026/08/21,,幼児～小学生を対象にした簡単hip-hopです。基礎のリズムどりや体幹トレーニング、そして楽しい振り付けにチャレンジしてみよう！,,,受講料300円/回,,,,,,,,,,中央市民センター,,232025,,愛知県岡崎市上六名3丁目3-7,愛知県,岡崎市,上六名3丁目,3-7,,34.947321,137.15726,,,,,,,,20名,,,,,,,2026-07-17,00:00,,,,,,,,,,,,,
232025,,OK0011015588,愛知県岡崎市,中央市民センター講座　キッズダンス教室,,,,,,https://www.city.okazaki.lg.jp/bunka/shogaigakushu/1004809/1015588.html,,,その他,,,2026/08/14,2026/08/14,10:30,11:30,,,2026/06/25,2026/08/21,,幼児～小学生を対象にした簡単hip-hopです。基礎のリズムどりや体幹トレーニング、そして楽しい振り付けにチャレンジしてみよう！,,,受講料300円/回,,,,,,,,,,中央市民センター,,232025,,愛知県岡崎市上六名3丁目3-7,愛知県,岡崎市,上六名3丁目,3-7,,34.947321,137.15726,,,,,,,,20名,,,,,,,2026-07-17,00:00,,,,,,,,,,,,,
232025,,OK0021015588,愛知県岡崎市,中央市民センター講座　キッズダンス教室,,,,,,https://www.city.okazaki.lg.jp/bunka/shogaigakushu/1004809/1015588.html,,,その他,,,2026/08/21,2026/08/21,10:30,11:30,,,2026/06/25,2026/08/21,,幼児～小学生を対象にした簡単hip-hopです。基礎のリズムどりや体幹トレーニング、そして楽しい振り付けにチャレンジしてみよう！,,,受講料300円/回,,,,,,,,,,中央市民センター,,232025,,愛知県岡崎市上六名3丁目3-7,愛知県,岡崎市,上六名3丁目,3-7,,34.947321,137.15726,,,,,,,,20名,,,,,,,2026-07-17,00:00,,,,,,,,,,,,,
232025,,OK0001015589,愛知県岡崎市,中央市民センター講座　親子で楽しく作るぷるぷるジェルキャンドル,,,,,,https://www.city.okazaki.lg.jp/bunka/shogaigakushu/1004809/1015589.html,,,その他,,,2026/08/18,2026/08/18,10:00,12:00,,,2026/06/25,2026/08/18,,夏休みの思い出にキャンドル作り！カラフルな砂や貝殻、キラキラアイテムを入れて可愛い自分だけのぷるぷるジェルキャンドルを作りましょう。,,,"受講料300円　教材費1,300円",,,,,,,,,,中央市民センター,,232025,,愛知県岡崎市上六名3丁目3-7,愛知県,岡崎市,上六名3丁目,3-7,,34.947321,137.15726,,,,,,,,15組,,,,,,,2026-07-19,00:00,,,,,,,,,,,,,
232025,,OK0001015531,愛知県岡崎市,南部市民センター講座　いのちのおはなし会　人の誕生からからだの安全～からだのお話と体験～,,,,,,https://www.city.okazaki.lg.jp/bunka/shogaigakushu/1004809/1015531.html,,,その他,,,2026/08/01,2026/08/01,13:30,15:30,,,2026/06/25,2026/08/01,,1部： 胎児人形で、重さ、大きさなどを感じる体験。2部： プライベートゾーンのお話。3部： 胎児の心臓の音を聞きます。,,,受講料300円,,,,,,,,,,南部市民センター・南部市民センター分館,,232025,,愛知県岡崎市羽根町貴登野15,愛知県,岡崎市,羽根町貴登野,15,,34.930184,137.159988,,,,,,,,25名,,,,,,,2026-07-15,00:00,,,,,,,,,,,,,
232025,,OK0001015532,愛知県岡崎市,大平市民センター講座　こねこねピザときなこあめ,,,,,,https://www.city.okazaki.lg.jp/bunka/shogaigakushu/1004809/1015532.html,,,その他,,,2026/08/14,2026/08/14,10:00,13:00,,,2026/06/25,2026/08/16,,親子で一緒にピザときなこあめを作って夏休みの思い出作ろう,,,"受講料300円/回　教材費1,200円",,,,,,,,,,大平市民センター,,232025,,愛知県岡崎市大平町皿田6,愛知県,岡崎市,大平町皿田,6,,34.938267,137.200225,,,,,,,,24名,,,,,,,2026-07-31,00:00,,,,,,,,,,,,,
232025,,OK0011015532,愛知県岡崎市,大平市民センター講座　こねこねピザときなこあめ,,,,,,https://www.city.okazaki.lg.jp/bunka/shogaigakushu/1004809/1015532.html,,,その他,,,2026/08/16,2026/08/16,10:00,13:00,,,2026/06/25,2026/08/16,,親子で一緒にピザときなこあめを作って夏休みの思い出作ろう,,,"受講料300円/回　教材費1,200円",,,,,,,,,,大平市民センター,,232025,,愛知県岡崎市大平町皿田6,愛知県,岡崎市,大平町皿田,6,,34.938267,137.200225,,,,,,,,24名,,,,,,,2026-07-31,00:00,,,,,,,,,,,,,
232025,,OK0021014970,愛知県岡崎市,六ツ美市民センター講座　はじめてのバレトン,,,,,,https://www.city.okazaki.lg.jp/bunka/shogaigakushu/1004809/1014970.html,,,その他,,,2026/07/31,2026/07/31,10:00,12:00,,,2026/06/25,2026/07/31,,バレエ・ヨガ・フィットネスの要素を取り入れた新感覚のエクササイズの基本動作を覚えて、心身をリフレッシュする初心者向けの講座です。,,,受講料300円/回,,,,,,,,,,六ツ美市民センター,,232025,,愛知県岡崎市下青野町天神64,愛知県,岡崎市,下青野町天神,64,,34.913148,137.126785,,,,,,,,20名,,,,,,,2026-06-19,00:00,,,,,,,,,,,,,
232025,,OK0041015035,愛知県岡崎市,大平市民センター講座　楊名時健康太極拳,,,,,,https://www.city.okazaki.lg.jp/bunka/shogaigakushu/1004809/1015035.html,,,その他,,,2026/08/04,2026/08/04,13:30,15:30,,,2026/06/25,2026/08/04,,心と呼吸と身体のバランスを調えながら、ゆっくり体を動かす運動で健康を図ります。,,,受講料300円/回,,,,,,,,,,大平市民センター,,232025,,愛知県岡崎市大平町皿田6,愛知県,岡崎市,大平町皿田,6,,34.938267,137.200225,,,,,,,,25名,,,,,,,2026-06-21,00:00,,,,,,,,,,,,,
232025,,OK0001015257,愛知県岡崎市,きこり塾を開催します！,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009479/1015257.html,,,パーク＆ネイチャー,,,2026/09/26,2026/09/26,09:00,16:00,,,2026/06/23,2026/11/14,,自然に触れたい方や森林に関心がある方も大歓迎！！🪵森林に関する学習やチェーンソーを使った伐倒など、全8日間のプログラムです🌲・森林の現状や間伐の必要性の学習・チェーンソーのメンテナンス等の知識の習得・チェーンソーを使った安全な小径木の伐倒作業の実習・伐倒作業の習熟・チェーンソー・クサビ・ロープ等を用いた中径木の伐倒,,,"全8回　32,000円※参加決定後お送りする納付書でお支払いいただきます。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6名,,,,,,,2026-08-31,00:00,,,,,,,,,,,https://www.city.okazaki.lg.jp/_res/projects/default_project/_page_/001/015/257/kikorijuku2026.jpg,,
232025,,OK0011015257,愛知県岡崎市,きこり塾を開催します！,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009479/1015257.html,,,パーク＆ネイチャー,,,2026/09/27,2026/09/27,09:00,16:00,,,2026/06/23,2026/11/14,,自然に触れたい方や森林に関心がある方も大歓迎！！🪵森林に関する学習やチェーンソーを使った伐倒など、全8日間のプログラムです🌲・森林の現状や間伐の必要性の学習・チェーンソーのメンテナンス等の知識の習得・チェーンソーを使った安全な小径木の伐倒作業の実習・伐倒作業の習熟・チェーンソー・クサビ・ロープ等を用いた中径木の伐倒,,,"全8回　32,000円※参加決定後お送りする納付書でお支払いいただきます。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6名,,,,,,,2026-08-31,00:00,,,,,,,,,,,https://www.city.okazaki.lg.jp/_res/projects/default_project/_page_/001/015/257/kikorijuku2026.jpg,,
232025,,OK0021015257,愛知県岡崎市,きこり塾を開催します！,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009479/1015257.html,,,パーク＆ネイチャー,,,2026/10/03,2026/10/03,09:00,16:00,,,2026/06/23,2026/11/14,,自然に触れたい方や森林に関心がある方も大歓迎！！🪵森林に関する学習やチェーンソーを使った伐倒など、全8日間のプログラムです🌲・森林の現状や間伐の必要性の学習・チェーンソーのメンテナンス等の知識の習得・チェーンソーを使った安全な小径木の伐倒作業の実習・伐倒作業の習熟・チェーンソー・クサビ・ロープ等を用いた中径木の伐倒,,,"全8回　32,000円※参加決定後お送りする納付書でお支払いいただきます。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6名,,,,,,,2026-08-31,00:00,,,,,,,,,,,https://www.city.okazaki.lg.jp/_res/projects/default_project/_page_/001/015/257/kikorijuku2026.jpg,,
232025,,OK0031015257,愛知県岡崎市,きこり塾を開催します！,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009479/1015257.html,,,パーク＆ネイチャー,,,2026/10/10,2026/10/10,09:00,16:00,,,2026/06/23,2026/11/14,,自然に触れたい方や森林に関心がある方も大歓迎！！🪵森林に関する学習やチェーンソーを使った伐倒など、全8日間のプログラムです🌲・森林の現状や間伐の必要性の学習・チェーンソーのメンテナンス等の知識の習得・チェーンソーを使った安全な小径木の伐倒作業の実習・伐倒作業の習熟・チェーンソー・クサビ・ロープ等を用いた中径木の伐倒,,,"全8回　32,000円※参加決定後お送りする納付書でお支払いいただきます。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6名,,,,,,,2026-08-31,00:00,,,,,,,,,,,https://www.city.okazaki.lg.jp/_res/projects/default_project/_page_/001/015/257/kikorijuku2026.jpg,,
232025,,OK0041015257,愛知県岡崎市,きこり塾を開催します！,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009479/1015257.html,,,パーク＆ネイチャー,,,2026/10/17,2026/10/17,09:00,16:00,,,2026/06/23,2026/11/14,,自然に触れたい方や森林に関心がある方も大歓迎！！🪵森林に関する学習やチェーンソーを使った伐倒など、全8日間のプログラムです🌲・森林の現状や間伐の必要性の学習・チェーンソーのメンテナンス等の知識の習得・チェーンソーを使った安全な小径木の伐倒作業の実習・伐倒作業の習熟・チェーンソー・クサビ・ロープ等を用いた中径木の伐倒,,,"全8回　32,000円※参加決定後お送りする納付書でお支払いいただきます。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6名,,,,,,,2026-08-31,00:00,,,,,,,,,,,https://www.city.okazaki.lg.jp/_res/projects/default_project/_page_/001/015/257/kikorijuku2026.jpg,,
232025,,OK0051015257,愛知県岡崎市,きこり塾を開催します！,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009479/1015257.html,,,パーク＆ネイチャー,,,2026/10/31,2026/10/31,09:00,16:00,,,2026/06/23,2026/11/14,,自然に触れたい方や森林に関心がある方も大歓迎！！🪵森林に関する学習やチェーンソーを使った伐倒など、全8日間のプログラムです🌲・森林の現状や間伐の必要性の学習・チェーンソーのメンテナンス等の知識の習得・チェーンソーを使った安全な小径木の伐倒作業の実習・伐倒作業の習熟・チェーンソー・クサビ・ロープ等を用いた中径木の伐倒,,,"全8回　32,000円※参加決定後お送りする納付書でお支払いいただきます。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6名,,,,,,,2026-08-31,00:00,,,,,,,,,,,https://www.city.okazaki.lg.jp/_res/projects/default_project/_page_/001/015/257/kikorijuku2026.jpg,,
232025,,OK0061015257,愛知県岡崎市,きこり塾を開催します！,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009479/1015257.html,,,パーク＆ネイチャー,,,2026/11/07,2026/11/07,09:00,16:00,,,2026/06/23,2026/11/14,,自然に触れたい方や森林に関心がある方も大歓迎！！🪵森林に関する学習やチェーンソーを使った伐倒など、全8日間のプログラムです🌲・森林の現状や間伐の必要性の学習・チェーンソーのメンテナンス等の知識の習得・チェーンソーを使った安全な小径木の伐倒作業の実習・伐倒作業の習熟・チェーンソー・クサビ・ロープ等を用いた中径木の伐倒,,,"全8回　32,000円※参加決定後お送りする納付書でお支払いいただきます。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6名,,,,,,,2026-08-31,00:00,,,,,,,,,,,https://www.city.okazaki.lg.jp/_res/projects/default_project/_page_/001/015/257/kikorijuku2026.jpg,,
232025,,OK0071015257,愛知県岡崎市,きこり塾を開催します！,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009479/1015257.html,,,パーク＆ネイチャー,,,2026/11/14,2026/11/14,09:00,16:00,,,2026/06/23,2026/11/14,,自然に触れたい方や森林に関心がある方も大歓迎！！🪵森林に関する学習やチェーンソーを使った伐倒など、全8日間のプログラムです🌲・森林の現状や間伐の必要性の学習・チェーンソーのメンテナンス等の知識の習得・チェーンソーを使った安全な小径木の伐倒作業の実習・伐倒作業の習熟・チェーンソー・クサビ・ロープ等を用いた中径木の伐倒,,,"全8回　32,000円※参加決定後お送りする納付書でお支払いいただきます。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6名,,,,,,,2026-08-31,00:00,,,,,,,,,,,https://www.city.okazaki.lg.jp/_res/projects/default_project/_page_/001/015/257/kikorijuku2026.jpg,,
232025,,OK0021013858,愛知県岡崎市,「第25期ネイチャークラブ（通年制）」の会員を募集します,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009479/1013858.html,,,パーク＆ネイチャー,,,2026/08/08,2026/08/08,09:30,14:30,＊今年度は「通年制」での実施となります。＊やむをえず変更する場合があります,,2026/03/24,2027/02/28,,炊飯活動、創作活動、昆虫観察、カヌー体験、鮎つかみ、落ち葉スキーなど※刃物や火を扱うなど、危険を伴う活動も行います。,,,"6,000円（6回分）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,35名（応募者多数の場合は抽選、初参加者優先）,,,,,,,2026-03-16,00:00,,,,,,,,,,,,,
232025,,OK0031013858,愛知県岡崎市,「第25期ネイチャークラブ（通年制）」の会員を募集します,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009479/1013858.html,,,パーク＆ネイチャー,,,2026/12/05,2026/12/05,09:30,14:30,＊今年度は「通年制」での実施となります。＊やむをえず変更する場合があります,,2026/03/24,2027/02/28,,炊飯活動、創作活動、昆虫観察、カヌー体験、鮎つかみ、落ち葉スキーなど※刃物や火を扱うなど、危険を伴う活動も行います。,,,"6,000円（6回分）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,35名（応募者多数の場合は抽選、初参加者優先）,,,,,,,2026-03-16,00:00,,,,,,,,,,,,,
232025,,OK0041013858,愛知県岡崎市,「第25期ネイチャークラブ（通年制）」の会員を募集します,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009479/1013858.html,,,パーク＆ネイチャー,,,2027/01/23,2027/01/23,09:30,14:30,＊今年度は「通年制」での実施となります。＊やむをえず変更する場合があります,,2026/03/24,2027/02/28,,炊飯活動、創作活動、昆虫観察、カヌー体験、鮎つかみ、落ち葉スキーなど※刃物や火を扱うなど、危険を伴う活動も行います。,,,"6,000円（6回分）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,35名（応募者多数の場合は抽選、初参加者優先）,,,,,,,2026-03-16,00:00,,,,,,,,,,,,,
232025,,OK0051013858,愛知県岡崎市,「第25期ネイチャークラブ（通年制）」の会員を募集します,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009479/1013858.html,,,パーク＆ネイチャー,,,2027/02/27,2027/02/27,09:30,14:30,＊今年度は「通年制」での実施となります。＊やむをえず変更する場合があります,,2026/03/24,2027/02/28,,炊飯活動、創作活動、昆虫観察、カヌー体験、鮎つかみ、落ち葉スキーなど※刃物や火を扱うなど、危険を伴う活動も行います。,,,"6,000円（6回分）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,35名（応募者多数の場合は抽選、初参加者優先）,,,,,,,2026-03-16,00:00,,,,,,,,,,,,,
232025,,OK0001014945,愛知県岡崎市,プレミアムコンサートシリーズ　ルノー・カプソン　ヴァイオリン・リサイタル,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009558/1014945.html,,,芸術＆文化,,,2026/10/03,2026/10/03,15:00,17:00,,,2026/04/06,,,世界で名だたるオーケストラや名指揮者と共演し、世界で活躍しているヴァイオリニストがコロネットに初登場！出演者:ルノー・カプソン（ヴァイオリン）ギョーム・ベロン（ピアノ）曲目：ブラームス：ヴァイオリン・ソナタ第1番 ト長調　Op.78「雨の歌]第2番　イ長調 Op.100第3番　ニ短調 Op.108　ほか,,,"一般：5,500円　学生（25歳以下）：2,000円",,,,,,,,,,シビックセンター,,232025,,愛知県岡崎市羽根町貴登野15,愛知県,岡崎市,羽根町貴登野,15,,34.930184,137.159988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001011067,愛知県岡崎市,岡崎市制110周年記念「Jazz Live　小川晋平クインテット」,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009558/1011067.html,,,芸術＆文化,,,2026/09/12,2026/09/12,15:30,17:30,,,2026/07/03,,,市内ジャズボランティアグループと岡崎市で組織する「ジャズの街岡崎発信連絡協議会」の事業として、岡崎市制110周年記念 「Jazz Live 小川晋平クインテット」を開催します。Jazzの街岡崎アンバサダー小川晋平率いる同世代ジャズミュージシャン達と紡ぎだす音の祭典をぜひお楽しみください。出演者　・小川晋平（b）※Jazzの街岡崎アンバサダー　・加納奈実（as）　・大林武司（p）　・山崎隼（ds）　・きたいくにと（perc）,,,"入場料　3,500円　1,000円（未就学児）※要事前連絡　※当日、受付でお支払いください。",,,,,,,,,,図書館交流プラザりぶら,,232025,,愛知県岡崎市康生通西4丁目71,愛知県,岡崎市,康生通西4丁目,71,,34.959504,137.159495,,,,,,,,280人（先着）,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001013090,愛知県岡崎市,りぶらジャズオーケストラJr.岡崎Beanzzの練習見学会を開催します！,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009558/1013090.html,,,芸術＆文化,,,2026/08/08,2026/08/08,13:30,16:30,,,2026/06/29,2026/10/01,,,,,参加費無料（事前申込不要）希望の開催日に直接会場までお越しください。途中入退出は自由です。,,,,,,,,,,図書館交流プラザりぶら,,232025,,愛知県岡崎市康生通西4丁目71,愛知県,岡崎市,康生通西4丁目,71,,34.959504,137.159495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0011013090,愛知県岡崎市,りぶらジャズオーケストラJr.岡崎Beanzzの練習見学会を開催します！,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009558/1013090.html,,,芸術＆文化,,,2026/08/22,2026/08/22,13:30,16:30,,,2026/06/29,2026/10/01,,,,,参加費無料（事前申込不要）希望の開催日に直接会場までお越しください。途中入退出は自由です。,,,,,,,,,,図書館交流プラザりぶら,,232025,,愛知県岡崎市康生通西4丁目71,愛知県,岡崎市,康生通西4丁目,71,,34.959504,137.159495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001015683,愛知県岡崎市,第21回岡崎市サイクリング大会,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009572/1015683.html,,,スポーツ,,,2026/09/13,2026/09/13,07:20,14:00,,,2026/06/24,2026/09/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001015699,愛知県岡崎市,第79回岡崎市民水泳大会,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009572/1015699.html,,,スポーツ,,,2026/09/05,2026/09/05,08:50,12:00,,,2026/06/24,2026/09/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001015689,愛知県岡崎市,第67回岡崎市総合剣道大会,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009572/1015689.html,,,スポーツ,,,2026/09/27,2026/09/27,09:30,16:00,,,2026/06/24,2026/09/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,OK0001015703,愛知県岡崎市,第58回岡崎市民陸上競技選手権大会,,,,,,https://www.city.okazaki.lg.jp/kanko/event/1009572/1015703.html,,,スポーツ,,,2026/09/05,2026/09/05,09:00,16:00,,,2026/06/24,2026/09/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
